id,Address,found_address,coordinates
10541,"վիկտոր համբարձումյան փողոց 8, երևան","Armenia, Yerevan, Viktor Hambardzumyan Street, 8","40.196451,44.499179"
10545,"մինսկի փողոց 4, երևան","Armenia, Yerevan, Minsk Street, 4","40.176305,44.572419"
10579,"արշակունյաց պողոտա 135, երևան","Armenia, Yerevan, Arshakunyats Avenue, 135","40.127067,44.47744"
10594,"isakov st, yerevan","Armenia, Yerevan","40.177642,44.512519"
10600,"մինաս ավետիսյանի 1-ին փողոց, երևան","Armenia, Yerevan, Minas Avetisyan 1st Street","40.205392,44.540816"
10612,"բագրատունյաց փողոցի 4-րդ նրբանցք, երևան","Armenia, Yerevan, Bagratunyats Street 4th Lane","40.146931,44.486459"
10622,"հրաչյա ներսիսյան փողոց 6a, երևան","Armenia, Yerevan, Hrachya Nersisyan Street, 6A","40.205901,44.52868"
10631,"մելիք մելիքյան փողոց 6, երևան","Armenia, Yerevan, Meliq Meliqyan Street, 6","40.227952,44.54635"
10656,"սարյան փողոց 24b, երևան","Armenia, Yerevan, Saryan Street, 24B","40.184071,44.504219"
10662,"պարույր սևակի փողոց , երևան","Armenia, Yerevan, Paruyr Sevak Street","40.205219,44.539613"
10668,"դավիթ անհաղթի փողոց 5, երևան","Armenia, Yerevan, Davit Anhaght Street, 5","40.205054,44.528006"
10695,"տիգրան մեծի պողոտա 2, երևան","Armenia, Yerevan, Tigran Mets Avenue, 2","40.176464,44.5134"
10701,"գարեգին նժդեհի փողոց 34/1, երևան","Armenia, Yerevan, Garegin Nzhdeh Street, 34/1","40.151343,44.496835"
10708,"այգեստան 5-րդ փողոց, երևան","Armenia, Yerevan, Sergey Mergelyan Street","40.176009,44.525806"
10711,"ծարավ աղբյուրի փողոց 134/4, երևան","Armenia, Yerevan, Tsarav Akhpyur Street, 134/4","40.21597,44.5498"
10712,"ամիրյան փողոց 18, երևան","Armenia, Yerevan, Amiryan Street, 18","40.181756,44.506896"
10722,"մարիա յակոբսեն փողոց 3/1, երևան","Armenia, Yerevan, Maria Jacobsen Street, 3/1","40.20203,44.517532"
10725,"նազարբեկյան թաղամաս 41/8, երևան","Armenia, Yerevan, The Administrative District of Ajapnyak, Nazarbekyan Quarter, 41/8","40.214001,44.458656"
10728,"դավթաշեն 1-ին թաղամաս 13/21, երևան","Armenia, Yerevan, The Administrative District of Davtashen, Davtashen 1st Block, 13/21","40.227085,44.490825"
10729,"կոմիտասի պողոտա 40, երևան","Armenia, Yerevan, Komitas Avenue, 40","40.206308,44.508477"
10732,"աշոտ հովհաննիսյանի փողոց 22/1, երևան","Armenia, Yerevan, Ashot Hovhannisyan Street, 22","40.19156,44.575357"
10750,"կիևյան փողոց 11ա, երևան","Armenia, Yerevan, Kievyan Street, 11A","40.196058,44.489397"
10757,"անաստաս միկոյանի փողոց 64, երևան","Armenia, Yerevan, Tigran Mets Avenue, 64","40.157925,44.510687"
10760,"դավթաշենի 3-րդ զանգված 6/2, երևան","Armenia, Yerevan, Andranik Iosifyan Street, 6","40.212472,44.482111"
10789,"զորավար անդրանիկ փողոց 98, երևան","Armenia, Yerevan, A. Popov Street, 98","40.151219,44.455773"
10796,"40.211948, 44.539738, երևան","Armenia, Yerevan","40.177642,44.512519"
10803,"улица геворга кочара, ереван","Armenia, Yerevan, Gevorg Kochar Street","40.189355,44.520029"
10807,"լենինգրադյան փողոց 24, երևան","Armenia, Yerevan, Kirk Kerkorian Street, 24","40.191105,44.474889"
10808,"ներսիսյան փակուղի, երևան","Armenia, Yerevan, Levon Nersisyan Street","40.206012,44.531582"
10810,"սասունցի դավիթ փողոց, երևան","Armenia, Yerevan, Sasuntsi Davit Street","40.154741,44.516634"
10815,"գևորգ էմինի փողոց 7, երևան","Armenia, Yerevan, Gevorg Emin Street, 7","40.19468,44.509348"
10824,"փիրումյանների փողոց 7/6, երևան","Armenia, Yerevan, Pirumyanner Street, 7/6","40.220095,44.495811"
10830,"նաիրի զարյան փողոց 74, երևան","Armenia, Yerevan, Nairi Zaryan Street, 74B","40.203573,44.517092"
10846,"աբովյան փողոց 48, երևան","Armenia, Yerevan, Abovyan Street, 48","40.18766,44.523955"
10849,"դրոյի փողոց , երևան","Armenia, Yerevan, Dro Street","40.204214,44.543008"
10855,"թումանյան փողոց 19, երևան","Armenia, Yerevan, Tumanyan Street, 19","40.182734,44.516625"
10856,"չարենց թաղամաս, yerevan","Armenia, Yerevan, The Administrative District of Avan, Charents District","40.215123,44.58425"
10864,"վաղարշ վաղարշյան փողոց 24/6, երևան","Armenia, Yerevan, Vagharshyan Street, 24/6","40.204207,44.499179"
10866,"սարգիս կասյանի փողոց, երևան","Armenia, Yerevan, Vazgen the First Vehapar Street","40.19973,44.493879"
10872,"movses khorenatsi street, yerevan","Armenia, Yerevan, Khorenatsi Street","40.165969,44.515071"
10875,"նորքի 2-րդ նրբանցք, երևան","Armenia, Yerevan, Norq Street Street 2nd Lane","40.189844,44.541724"
10881,"վարդաշենի 9-րդ փողոց 62b, երևան","Armenia, Yerevan, Vardashen 9th Street, 62B","40.149571,44.544823"
10895,"մարգարյան փողոց 12, երևան","Armenia, Yerevan, Margaryan Street, 12","40.205192,44.474521"
10896,"մանանդյան փողոց 34, երևան","Armenia, Yerevan, Manandyan Street, 34","40.149254,44.479947"
10900,"երվանդ քոչարի փողոց 13, երևան","Armenia, Yerevan, Yervand Kochar Street, 13","40.169973,44.517927"
10910,"վահրամ փափազյան փողոց 16ա, երևան","Armenia, Yerevan, Vahram Papazyan Street, 16A","40.203704,44.503563"
10917,"արաբկիրի 37-րդ փողոց, երևան","Armenia, Yerevan, Karp Khachvankyan Street","40.201624,44.513499"
10918,"շոպրոնի փողոց 12, երևան","Armenia, Yerevan, Shopron Street, 12","40.186854,44.558522"
10934,"ալիխանյան եղբայրներ փողոց 7, երևան","Armenia, Yerevan, Alikhanyan Brothers Street, 7","40.204469,44.484169"
10937,"հունան ավետիսյան փողոց 58, երևան","Armenia, Yerevan, Hunan Avetisyan Street, 58","40.176526,44.566751"
10938,"մեսրոպ մաշտոցի պողոտա 45ա, երևան","Armenia, Yerevan, Mashtots Avenue, 45A","40.190347,44.517272"
10949,"դրոյի փողոց 14/2, երևան","Armenia, Yerevan, Dro Street, 14/2","40.201748,44.542335"
10992,"պարույր սևակի փողոց 11, երևան","Armenia, Yerevan, Paruyr Sevak Street, 11","40.207127,44.537573"
11003,"հանրապետության փողոց 85, երևան","Armenia, Yerevan, Hanrapetutyan Street, 85","40.179592,44.522365"
11004,"լվովյան փողոց 20, երևան","Armenia, Yerevan, Lvovyan Street, 20","40.203064,44.561325"
11005,"հերացու փողոց 10, երևան","Armenia, Yerevan, Heratsi Street, 10","40.188832,44.528303"
11009,"մոլդովական փողոց 26, երևան","Armenia, Yerevan, Moldovakan Street, 26","40.203987,44.572976"
11016,"դավթաշենի 4-րդ փողոց 2/5, երևան","Armenia, Yerevan, Davtashen 4th Street, 2/5","40.214366,44.476524"
11018,"nikoghayos adonts street 19/8, yerevan","Armenia, Yerevan, Adonts Street, 19/8F","40.214104,44.517909"
11020,"կողբի 1-ին փողոց, երևան","Armenia, Yerevan, Koghb 1st Street","40.161268,44.48416"
11026,"հրաչյա ներսիսյան փողոց 14, երևան","Armenia, Yerevan, Hrachya Nersisyan Street, 14","40.203119,44.532983"
11028,"պարույր սևակի փողոց 30, երևան","Armenia, Yerevan, Paruyr Sevak Street, 30","40.206411,44.537286"
11047,"կիևյան փողոց 3, երևան","Armenia, Yerevan, Kievyan Street, 3","40.193516,44.485202"
11057,"վերին անտառային փողոց 144/3, երևան","Armenia, Yerevan, Verin Antarayin Street, 144/3","40.19488,44.514074"
11066,"ֆուչիկի փողոց 6/1, երևան","Armenia, Yerevan, Fuchik Street, 6/1","40.20232,44.477773"
11086,"սողոմոն տարոնցի փողոց 14, երևան","Armenia, Yerevan, Soghomon Taronts Street, 14","40.145731,44.484564"
11092,"kentronakan street, yerevan","Armenia, Yerevan, Kharberd Kentronakan Street","40.093014,44.502458"
11093,"աճառյան փողոց 5, երևան","Armenia, Yerevan, Acharyan Street, 5","40.215667,44.564262"
11100,"զորավար անդրանիկի փողոց, yerevan","Armenia, Yerevan, Zoravar Andranik Street","40.175162,44.44573"
11105,"amiryan street 18a, երևան","Armenia, Yerevan, Amiryan Street, 18A","40.18208,44.507381"
11106,"տոլբուխինի փողոց, երևան","Armenia, Yerevan, Tolbukhin Street","40.209566,44.527108"
11113,"արամ խաչատրյանի փողոց, yerevan","Armenia, Ararat Region, Village of Darbnik, Aram Khachatryan Street","40.108798,44.378509"
11128,"բրյուսովի փողոց 28/6, երևան","Armenia, Yerevan, Bryusov Street, 28/6","40.169249,44.502692"
11130,"սարի թաղի 7-րդ շարքեր, երևան","Armenia, Yerevan, Sari Taxi 7th Lane","40.160345,44.521476"
11151,"այգեստանի 3րդ փողոց, երևան","Armenia, Yerevan, Nubarashen 11th Street, 3","40.084293,44.548263"
11155,"проспект тиграна меца 36е, yerevan","Armenia, Yerevan","40.177642,44.512519"
11174,"չեխովի փողոց 15, երևան","Armenia, Yerevan, Chekhov Street, 15","40.1545,44.482812"
11187,"վրացական փողոց 21/2, երևան","Armenia, Yerevan, Vratsakan Street, 21/2","40.20909,44.510094"
11213,"դավթաշեն 2-րդ թաղամաս 45, երևան","Armenia, Yerevan, The Administrative District of Davtashen, Davtashen 2nd Block, 45","40.222526,44.493565"
11214,"գարեգին նժդեհի փողոց 23/6, երևան","Armenia, Yerevan, Garegin Nzhdeh Street, 23/6","40.152997,44.494167"
11215,"մոնթե մելքոնյան փողոց 4, երևան","Armenia, Yerevan, Monte Melkonyan Street, 10","40.172336,44.484214"
11222,"գրիբոյեդովի փողոց 5, երևան","Armenia, Yerevan, Griboyedov Street, 5","40.20617,44.513499"
11225,"մանանդյան փողոց 28, երևան","Armenia, Yerevan, Manandyan Street, 28","40.150005,44.481887"
11241,"պուշկինի փողոց 33/21, երևան","Armenia, Yerevan, Pushkin Street, 33/21","40.183244,44.511549"
11242,"պուշկինի փողոց 25, երևան","Armenia, Yerevan, Pushkin Street, 25","40.182197,44.512735"
11253,"թումանյան թաղամաս 11, երևան","Armenia, Yerevan, The Administrative District of Avan, Tumanyan District, 11","40.217837,44.574045"
11264,"ավետ ավետիսյան փողոց 78, երևան","Armenia, Yerevan, Avet Avetisyan Street, 78","40.198497,44.502656"
11273,"բաշինջաղյան փողոց 173, երևան","Armenia, Yerevan, Bashinjaghyan Street, 173","40.203511,44.468089"
11282,"նալբանդյան փողոց 25a, երևան","Armenia, Yerevan, Nalbandyan Street, 25A","40.182066,44.519562"
11283,"գրիբոյեդովի փողոց , երևան","Armenia, Yerevan, Griboyedov Street","40.209627,44.514083"
11302,"sebastia street, երևան","Armenia, Yerevan, Sebastia Street","40.176478,44.458396"
11304,"տպագրիչների փողոց 15, երևան","Armenia, Yerevan, Tpagrichner Street, 15","40.177498,44.52153"
11320,"գրիբոյեդովի փողոց 4, երևան","Armenia, Yerevan, Griboyedov Street, 4","40.205709,44.514109"
11332,"մոլդովական փողոց 44/1, երևան","Armenia, Yerevan, Moldovakan Street, 44/1","40.199199,44.572877"
11333,"բնակելի համալիր կոմիտաս պարկ, երևան","Armenia, Yerevan, Komitas Park Residential Complex","40.211101,44.518341"
11346,"նանսենի փողոց 13, երևան","Armenia, Yerevan, Nansen Street, 13","40.198194,44.560822"
11347,"մովսես խորենացի փողոց 2-րդ նրբանցք, երևան","Armenia, Yerevan, The Administrative District of Kentron, Poqr Kentron District, Old Yerevan Quarter","40.180102,44.512268"
11349,"մամիկոնյանց փողոց 43, երևան","Armenia, Yerevan, Mamikonyants Street, 43","40.209386,44.509744"
11357,"սերո խանզադյան փողոց 131/9, երևան","Armenia, Yerevan, Sero Khanzadyan Street, 131/9","40.192276,44.539963"
11377,"նիկողայոս տիգրանյան փողոց 1-ին փակուղի 7, երևան","Armenia, Yerevan,  Atlantis Yerevan Residential Complex","40.212059,44.50615"
11381,"ռուբինյանց փողոց 3, երևան","Armenia, Yerevan, Rubinyants Street, 3","40.200667,44.540825"
11385,"դավթաշեն 3-րդ թաղամաս 31, երևան","Armenia, Yerevan, The Administrative District of Davtashen, Davtashen 3rd Block, 31","40.219118,44.494589"
11388,"մինաս ավետիսյան 3-րդ փողոց, երևան","Armenia, Yerevan, 3rd Street","40.089309,44.512187"
11404,"vardanants street 26/1, երևան","Armenia, Yerevan, Vardanants Street, 26/1","40.171144,44.521143"
11430,"անտառային փողոց 158/1, երևան","Armenia, Yerevan, Antarayin Street, 158/1","40.194047,44.509483"
11442,"ծերենցի փողոց 5, երևան","Armenia, Yerevan, Tserents Street, 5","40.171626,44.454434"
11451,"բաղյան փողոց 2-րդ նրբանցք 2, երևան","Armenia, Yerevan, Baghyan Street 2nd Lane, 2","40.194109,44.564756"
11461,"լազոյի փողոց, երևան","Armenia, Yerevan, Lazo Street","40.15736,44.499835"
11473,"ֆրունզե դովլաթյան փողոց, երևան","Armenia, Yerevan, Frunze Dovlatyan Street","40.136852,44.483728"
11482,"հակոբ հակոբյան փողոցի նրբանցք, երևան","Armenia, Yerevan, Hakob Hakobyan Street Lane","40.201369,44.491894"
11495,"լուկաշինի փողոց 43/2, երևան","Armenia, Yerevan, Lukashin Street, 43/2","40.194281,44.452844"
11498,"արամ մանուկյանի փողոց 6, երևան","Armenia, Yerevan, Aram Manukyan Street, 6","40.170455,44.45465"
11504,"վերին շենգավիթ 1ին փողոց, երևան","Armenia, Yerevan, Shirak Street","40.142836,44.46454"
11516,"վարշավյան փողոց, երևան","Armenia, Yerevan, Varshavyan Street","40.202099,44.526776"
11563,"արշակունյաց պողոտա 127, երևան","Armenia, Yerevan, Arshakunyats Avenue, 127","40.136569,44.490565"
11568,"տիգրան մեծի պողոտա 36b, երևան","Armenia, Yerevan, Tigran Mets Avenue, 36B","40.163439,44.510867"
11592,"արցախի պողոտա 14, երևան","Armenia, Yerevan, Artsakh Avenue, 14","40.148241,44.50978"
11593,"tsarav aghbyur street 117/5, yerevan","Armenia, Yerevan, Tsarav Akhpyur Street, 117/4","40.217857,44.554821"
11601,"արմեն տիգրանյանի փողոց 5/1, երևան","Armenia, Yerevan, Armen Tigranyan Street, 5/1","40.201638,44.523596"
11623,"շինարարների փողոց 14, երևան","Armenia, Yerevan, Shinararner Street, 14","40.195052,44.474431"
11625,"բագրատունյաց փողոց 13, երևան","Armenia, Yerevan, Bagratunyats Street, 13","40.153094,44.481168"
11639,"նուբարաշենի 11-րդ փողոց 19, երևան","Armenia, Yerevan, Nubarashen 11th Street, 19","40.085804,44.549296"
11647,"նարեկացու թաղամաս 43, երևան","Armenia, Yerevan, The Administrative District of Avan, Narekatsi District, 43","40.218622,44.58107"
11649,"եղբայրության փողոցի 1-ին նրբանցք, երևան","Armenia, Yerevan, Yeghbayrutyan Street 1st Lane","40.156016,44.486307"
11660,"իսահակյան թաղամաս 1/2, երևան","Armenia, Yerevan, The Administrative District of Avan, Isahakyan District, 1/2","40.215791,44.578591"
11663,"արտաշիսյան փողոց 51/18, երևան","Armenia, Yerevan, Artashisyan Street, 51/18","40.153252,44.477647"
11680,"բելինսկու փողոց, երևան","Armenia, Yerevan, Belinski Street","40.151798,44.518655"
11695,"իսահակյան թաղամաս 3/1, երևան","Armenia, Yerevan, The Administrative District of Avan, Isahakyan District, 3/1","40.216907,44.577917"
11709,"մոլդովական փողոց 37/46, երևան","Armenia, Yerevan, Moldovakan Street, 37/46","40.202946,44.575006"
11716,"avan-arinj, երևան","Armenia, Yerevan, The Administrative District of Avan, Avan-Arinj 1st Microdistrict","40.220935,44.570901"
