Type,New_building,nFloor,Floor,Height,Sqm,Rooms,Bathrooms,Renovation,Balcony,District,Price_USD
2,1,3,3,3.5,101,4,1,4.0,2,Նորք-Մարաշ,195000.0
0,0,8,4,2.7,50,2,1,2.0,1,Նոր Նորք,60000.0
2,1,18,12,3.2,66,2,1,4.0,2,Արաբկիր,173000.0
1,0,9,2,2.8,42,2,1,2.0,1,Քանաքեռ-Զեյթուն,71000.0
0,0,5,2,3.2,91,3,1,2.0,2,Կենտրոն,255000.0
2,1,14,9,3.0,49,2,1,0.0,2,Աջափնյակ,78000.0
0,0,5,4,2.75,100,4,1,3.0,3,Մալաթիա-Սեբաստիա,110000.0
2,1,17,17,3.0,71,2,1,2.0,2,Մալաթիա-Սեբաստիա,125000.0
2,1,10,3,3.0,102,3,1,0.0,2,Նորք-Մարաշ,175000.0
0,0,9,4,2.75,18,1,1,2.0,1,Նոր Նորք,33000.0
1,0,9,9,2.75,85,3,2,2.0,2,Աջափնյակ,100000.0
2,1,18,15,3.0,89,3,1,4.0,2,Քանաքեռ-Զեյթուն,215000.0
0,0,5,3,2.75,58,2,1,4.0,0,Արաբկիր,133000.0
0,0,5,5,3.0,85,3,1,0.0,2,Կենտրոն,515000.0
0,0,5,4,2.75,35,1,1,0.5,1,Արաբկիր,79000.0
1,0,9,2,2.75,80,3,2,1.5,0,Մալաթիա-Սեբաստիա,92000.0
2,1,11,7,3.0,64,3,1,2.0,1,Դավթաշեն,125000.0
0,0,4,4,3.2,75,2,1,4.0,1,Կենտրոն,285000.0
0,0,6,6,2.7,42,3,1,0.5,1,Շենգավիթ,47586.0
2,1,16,3,3.0,90,3,2,0.0,2,Արաբկիր,149000.0
0,0,5,2,2.8,108,4,1,2.0,3,Կենտրոն,320000.0
0,0,4,1,2.7,53,2,1,0.5,0,Աջափնյակ,70000.0
2,1,14,3,3.0,102,3,2,0.0,1,Արաբկիր,164268.0
1,0,9,2,2.8,71,3,1,1.5,0,Էրեբունի,130000.0
1,0,9,8,2.75,65,2,2,1.0,3,Մալաթիա-Սեբաստիա,80000.0
2,1,14,6,3.0,110,4,1,3.0,3,Կենտրոն,245000.0
0,0,6,6,2.75,65,2,1,1.5,3,Կենտրոն,260000.0
2,1,12,8,3.0,112,4,2,0.0,2,Արաբկիր,185000.0
2,1,11,8,3.0,68,3,2,3.0,2,Նորք-Մարաշ,167000.0
0,0,4,2,3.2,94,4,1,0.5,3,Կենտրոն,220000.0
2,1,18,5,3.0,123,3,2,4.0,2,Արաբկիր,330000.0
2,1,5,3,3.0,49,2,1,0.0,1,Կենտրոն,100000.0
2,1,12,5,2.8,74,2,1,2.0,2,Նոր Նորք,150000.0
1,0,9,4,2.8,96,3,2,2.0,0,Դավթաշեն,145000.0
1,0,9,5,2.75,56,3,1,4.0,1,Դավթաշեն,112000.0
2,1,10,7,3.0,57,3,1,4.0,2,Շենգավիթ,139000.0
2,1,12,9,3.0,85,3,2,0.0,3,Դավթաշեն,120000.0
0,0,5,3,3.0,100,4,2,2.0,2,Կենտրոն,241000.0
1,0,9,9,2.8,78,3,1,2.0,0,Մալաթիա-Սեբաստիա,90000.0
1,0,9,1,2.75,77,3,1,3.0,1,Մալաթիա-Սեբաստիա,90000.0
0,0,5,2,2.8,47,2,1,4.0,0,Արաբկիր,94500.0
1,0,9,3,2.75,47,1,1,1.5,0,Մալաթիա-Սեբաստիա,71500.0
1,0,5,5,2.5,52,2,1,2.0,0,Նոր Նորք,79000.0
1,0,9,9,2.8,94,4,1,2.0,0,Դավթաշեն,125000.0
0,0,5,2,2.8,62,3,1,4.0,1,Կենտրոն,330000.0
0,0,4,4,2.8,100,3,1,1.0,1,Շենգավիթ,90000.0
2,1,14,4,3.0,78,2,1,3.0,3,Կենտրոն,224000.0
2,1,3,3,3.0,42,1,1,4.0,0,Կենտրոն,125000.0
1,0,9,7,3.0,73,3,1,1.0,0,Աջափնյակ,95000.0
1,0,12,11,2.8,40,2,1,2.0,1,Կենտրոն,112000.0
2,1,14,10,3.0,115,4,2,4.0,3,Կենտրոն,390000.0
2,1,9,2,3.0,45,2,1,2.0,0,Արաբկիր,112000.0
1,0,9,7,2.75,90,4,2,3.0,3,Մալաթիա-Սեբաստիա,120000.0
2,1,22,18,2.8,134,4,2,2.0,2,Կենտրոն,420000.0
2,1,9,6,3.0,64,2,1,4.0,1,Կենտրոն,360000.0
1,0,12,2,2.8,85,3,1,1.0,0,Նոր Նորք,95000.0
1,0,6,6,2.75,73,3,2,0.5,0,Դավթաշեն,104297.0
1,0,14,11,2.7,95,3,1,4.0,2,Արաբկիր,205000.0
0,0,4,3,3.0,50,2,1,4.0,2,Կենտրոն,165000.0
2,1,15,3,2.7,107,3,2,2.0,3,Քանաքեռ-Զեյթուն,204000.0
2,1,6,6,3.0,110,3,1,4.0,2,Կենտրոն,390000.0
2,1,8,7,3.2,43,2,1,4.0,2,Արաբկիր,158000.0
0,0,5,5,2.8,65,2,1,2.0,0,Նոր Նորք,112000.0
1,0,10,4,2.8,92,3,1,0.5,2,Շենգավիթ,105000.0
1,0,10,9,2.75,40,2,1,2.0,0,Կենտրոն,121000.0
2,1,10,9,3.0,72,2,1,2.0,1,Կենտրոն,310000.0
1,0,14,2,2.8,85,4,2,2.0,2,Մալաթիա-Սեբաստիա,135000.0
1,0,5,2,2.75,63,2,1,2.0,0,Նոր Նորք,95000.0
2,1,15,10,3.0,82,3,2,0.0,2,Ավան,143000.0
0,0,5,2,3.0,75,3,1,1.5,1,Արաբկիր,138000.0
2,1,14,10,3.0,108,4,1,4.0,2,Շենգավիթ,260000.0
1,0,9,4,3.0,88,3,2,0.5,3,Կենտրոն,150000.0
1,0,9,9,2.8,65,3,1,3.0,0,Քանաքեռ-Զեյթուն,112000.0
1,0,14,2,2.7,74,2,1,0.5,2,Արաբկիր,101000.0
0,0,5,1,2.75,58,2,1,2.0,1,Արաբկիր,145000.0
0,0,10,9,2.7,85,3,1,0.5,2,Կենտրոն,220000.0
2,1,5,2,3.0,85,3,1,2.0,2,Քանաքեռ-Զեյթուն,170000.0
0,0,4,2,3.0,104,4,1,1.0,3,Կենտրոն,400000.0
1,0,9,5,2.8,55,2,1,2.0,1,Դավթաշեն,98000.0
0,0,5,1,2.75,97,3,1,0.5,3,Արաբկիր,122000.0
2,1,11,5,3.0,44,2,1,2.0,2,Շենգավիթ,95000.0
2,1,13,7,2.8,63,2,1,0.0,2,Աջափնյակ,180000.0
0,0,2,2,2.7,79,4,1,1.0,1,Էրեբունի,65500.0
0,0,4,1,2.5,33,2,1,0.0,1,Ավան,48000.0
2,1,18,5,3.0,59,2,1,2.0,2,Աջափնյակ,140000.0
0,0,5,2,2.8,74,3,1,1.5,2,Արաբկիր,180000.0
1,0,14,3,2.75,80,3,1,1.0,3,Ավան,99000.0
0,0,5,3,2.8,75,3,1,2.0,1,Արաբկիր,130000.0
2,1,13,12,3.0,133,4,2,3.0,2,Կենտրոն,520000.0
1,0,9,5,2.7,75,3,1,1.5,0,Դավթաշեն,130371.0
0,0,5,4,3.5,67,2,1,2.0,1,Արաբկիր,142000.0
1,0,9,5,2.75,67,2,1,2.0,0,Նոր Նորք,88000.0
1,0,9,8,2.6,64,2,1,0.5,0,Դավթաշեն,103000.0
0,0,5,4,3.2,100,3,2,1.5,2,Կենտրոն,385000.0
1,0,13,9,2.75,52,2,1,3.0,2,Կենտրոն,133000.0
1,0,10,6,2.75,45,2,1,2.0,1,Կենտրոն,190000.0
2,1,12,7,3.0,95,3,2,2.0,2,Արաբկիր,218000.0
0,0,5,2,3.2,78,2,1,0.5,0,Կենտրոն,375000.0
0,0,5,2,3.0,40,1,1,3.0,1,Արաբկիր,97000.0
0,0,4,2,3.0,81,3,1,3.0,0,Քանաքեռ-Զեյթուն,106000.0
1,0,9,9,2.8,75,3,1,0.5,3,Շենգավիթ,80000.0
2,1,18,14,3.0,74,2,1,3.0,2,Դավթաշեն,167000.0
2,1,13,8,3.0,108,3,2,2.0,3,Կենտրոն,375000.0
0,0,5,5,2.75,63,2,1,1.0,0,Նոր Նորք,80000.0
0,0,5,5,2.7,86,3,1,0.5,3,Դավթաշեն,97000.0
2,1,6,5,3.0,105,2,1,4.0,2,Կենտրոն,330000.0
1,0,9,2,2.8,98,4,1,3.0,0,Դավթաշեն,123000.0
0,0,5,4,2.8,35,2,1,2.0,1,Կենտրոն,145000.0
2,1,17,7,3.0,109,3,2,2.0,2,Մալաթիա-Սեբաստիա,198000.0
1,0,9,1,2.75,28,1,1,3.0,0,Մալաթիա-Սեբաստիա,46000.0
1,0,14,7,2.7,70,3,1,4.0,2,Կենտրոն,170000.0
0,0,4,4,3.2,35,1,1,3.0,2,Կենտրոն,134000.0
1,0,9,5,2.75,77,3,2,1.5,3,Մալաթիա-Սեբաստիա,95000.0
0,0,4,1,3.2,89,3,1,0.0,2,Շենգավիթ,124000.0
1,0,4,2,2.6,74,3,1,1.5,2,Քանաքեռ-Զեյթուն,84000.0
1,0,9,2,2.8,70,2,1,2.0,0,Շենգավիթ,105000.0
0,0,5,5,3.5,141,5,2,3.0,0,Կենտրոն,610000.0
1,0,9,1,2.8,87,3,2,2.0,1,Քանաքեռ-Զեյթուն,110000.0
2,1,7,7,3.0,58,3,1,0.0,2,Կենտրոն,106904.0
2,1,12,3,2.8,53,2,1,2.0,1,Աջափնյակ,96475.0
1,0,14,14,2.8,33,2,1,2.0,1,Աջափնյակ,65000.0
0,0,4,3,3.2,87,4,1,2.0,3,Արաբկիր,210000.0
0,0,6,4,2.6,43,1,1,0.5,1,Արաբկիր,95000.0
0,0,5,5,2.75,55,2,1,1.5,0,Շենգավիթ,75000.0
1,0,9,9,2.75,96,3,1,4.0,0,Դավթաշեն,130000.0
1,1,13,11,2.75,106,3,2,4.0,1,Աջափնյակ,200000.0
2,1,17,4,3.0,110,3,2,2.0,3,Մալաթիա-Սեբաստիա,169000.0
2,1,15,6,3.0,46,2,1,4.0,2,Մալաթիա-Սեբաստիա,90000.0
2,1,13,8,3.0,60,3,1,2.0,2,Ավան,118000.0
1,0,11,11,2.8,40,1,1,3.0,0,Կենտրոն,119000.0
0,0,4,2,3.2,78,3,1,2.0,1,Կենտրոն,138000.0
0,0,3,1,3.2,60,2,1,1.0,0,Շենգավիթ,65000.0
1,0,9,6,2.8,74,3,1,4.0,0,Քանաքեռ-Զեյթուն,138000.0
1,0,9,7,2.75,42,2,1,2.0,1,Քանաքեռ-Զեյթուն,100000.0
1,0,8,8,2.8,114,3,1,0.5,2,Կենտրոն,204000.0
2,1,17,16,3.0,100,3,2,4.0,2,Մալաթիա-Սեբաստիա,250000.0
0,0,5,2,2.75,78,3,1,1.5,2,Նոր Նորք,100000.0
1,0,14,6,2.75,104,4,2,1.5,0,Մալաթիա-Սեբաստիա,130000.0
1,0,9,8,2.75,73,3,1,0.5,0,Դավթաշեն,120000.0
1,0,9,9,2.75,65,2,2,1.5,0,Քանաքեռ-Զեյթուն,90000.0
1,0,9,3,2.75,85,3,2,2.0,3,Մալաթիա-Սեբաստիա,123000.0
0,0,5,2,3.0,136,3,2,2.0,2,Կենտրոն,330000.0
2,1,16,3,3.0,62,3,1,1.0,2,Արաբկիր,138000.0
1,0,5,4,2.75,75,3,1,3.0,0,Աջափնյակ,115000.0
1,0,10,7,2.75,70,2,1,2.0,2,Կենտրոն,140000.0
0,0,4,4,3.5,100,3,1,1.5,2,Կենտրոն,300000.0
2,1,14,10,3.0,54,2,1,0.0,2,Աջափնյակ,79000.0
0,0,5,3,2.75,75,3,1,2.0,1,Արաբկիր,134000.0
0,0,5,2,3.0,78,3,1,2.0,2,Աջափնյակ,97000.0
0,0,6,4,3.2,70,2,1,2.0,3,Կենտրոն,250000.0
1,0,10,3,2.8,72,3,1,2.0,2,Կենտրոն,245000.0
0,0,5,3,3.0,92,3,1,0.5,2,Կենտրոն,235000.0
0,0,4,4,2.5,30,1,1,1.0,1,Մալաթիա-Սեբաստիա,47000.0
2,1,16,12,3.2,51,2,1,4.0,2,Աջափնյակ,145000.0
2,1,14,2,3.2,120,4,2,3.0,3,Ավան,250000.0
1,0,14,5,2.75,104,3,2,0.5,3,Արաբկիր,145000.0
2,1,7,6,3.2,44,2,1,4.0,2,Արաբկիր,157000.0
0,0,5,2,2.8,79,4,1,2.0,2,Արաբկիր,146016.0
2,1,16,10,3.0,121,5,2,2.0,3,Կենտրոն,360000.0
0,0,5,3,3.0,70,2,1,0.0,0,Նոր Նորք,92000.0
1,0,10,7,2.8,72,2,1,2.0,2,Կենտրոն,115000.0
2,1,18,3,3.0,51,2,1,2.0,2,Ավան,100000.0
1,0,10,10,2.8,42,1,1,4.0,0,Կենտրոն,89000.0
1,0,9,4,2.8,98,4,1,2.0,1,Մալաթիա-Սեբաստիա,125000.0
0,0,3,3,3.2,104,3,1,1.0,0,Արաբկիր,105000.0
0,0,5,5,2.8,95,4,1,1.0,3,Նոր Նորք,108000.0
0,0,5,3,2.75,66,2,1,0.5,3,Արաբկիր,147000.0
2,1,18,18,3.0,110,3,2,0.0,3,Դավթաշեն,130000.0
1,0,10,6,2.75,43,2,1,4.0,2,Կենտրոն,140000.0
0,1,14,11,3.0,54,2,1,4.0,2,Կենտրոն,190000.0
1,0,16,1,2.75,23,1,1,0.5,1,Աջափնյակ,45000.0
0,0,5,3,2.75,146,6,1,1.5,2,Դավթաշեն,125000.0
0,0,4,3,3.0,50,3,1,2.0,2,Կենտրոն,168000.0
1,0,12,9,2.75,65,2,1,1.0,2,Աջափնյակ,80000.0
0,0,4,4,3.2,36,1,1,2.0,2,Կենտրոն,133700.0
0,0,5,2,3.0,110,4,1,1.5,2,Կենտրոն,404151.0
2,1,17,9,3.0,65,2,1,0.0,2,Մալաթիա-Սեբաստիա,105000.0
2,1,14,10,3.0,144,4,2,0.0,3,Քանաքեռ-Զեյթուն,230000.0
0,0,5,5,2.75,70,3,1,3.0,2,Նոր Նորք,95000.0
0,0,3,3,3.2,74,2,1,0.5,0,Աջափնյակ,180000.0
1,0,5,3,2.7,60,2,1,0.5,0,Աջափնյակ,88000.0
0,0,4,3,3.0,50,3,1,4.0,2,Կենտրոն,168000.0
1,0,9,3,2.75,70,3,1,3.0,0,Մալաթիա-Սեբաստիա,100000.0
0,0,11,3,2.75,40,2,1,4.0,1,Կենտրոն,148000.0
0,0,4,3,3.5,118,5,3,0.5,2,Կենտրոն,350000.0
2,1,12,5,3.0,105,2,2,2.0,2,Կենտրոն,320000.0
1,0,9,2,2.75,63,2,1,1.0,3,Արաբկիր,105000.0
0,0,5,4,2.75,110,5,1,3.0,0,Մալաթիա-Սեբաստիա,105000.0
0,0,5,5,2.8,120,4,1,2.0,3,Քանաքեռ-Զեյթուն,149900.0
2,1,10,10,2.8,72,3,1,2.0,2,Քանաքեռ-Զեյթուն,175000.0
2,1,11,10,3.0,60,2,1,2.0,0,Կենտրոն,275000.0
0,0,5,1,3.0,101,4,2,4.0,2,Քանաքեռ-Զեյթուն,210000.0
1,0,16,14,2.75,93,4,2,0.5,2,Աջափնյակ,95000.0
0,0,5,1,2.75,30,2,1,3.0,1,Կենտրոն,119000.0
2,1,14,14,2.8,36,1,1,1.5,2,Կենտրոն,87000.0
0,0,5,2,2.5,55,2,1,0.5,0,Կենտրոն,97000.0
1,0,13,12,3.0,100,3,1,0.5,2,Քանաքեռ-Զեյթուն,130000.0
1,0,9,1,3.2,105,4,2,2.0,0,Շենգավիթ,125000.0
1,0,9,9,2.75,93,4,1,0.0,0,Նոր Նորք,150000.0
1,0,10,3,2.8,69,3,2,2.0,2,Կենտրոն,225000.0
1,0,9,8,2.8,80,3,1,3.0,1,Ավան,105000.0
1,0,4,2,2.75,30,1,1,2.0,0,Նոր Նորք,62000.0
1,0,9,1,2.75,80,3,1,3.0,0,Նոր Նորք,100000.0
1,0,9,8,2.75,65,2,2,1.0,3,Մալաթիա-Սեբաստիա,77000.0
0,0,3,1,2.75,133,4,2,2.0,0,Կենտրոն,335000.0
2,1,15,4,3.2,83,3,2,2.0,2,Դավթաշեն,205000.0
0,0,5,2,2.8,82,3,1,2.0,0,Էրեբունի,125000.0
1,0,9,2,2.75,75,3,2,4.0,0,Մալաթիա-Սեբաստիա,120000.0
1,0,9,7,2.75,67,3,2,0.5,0,Արաբկիր,92000.0
0,0,6,6,2.8,100,4,1,1.5,2,Արաբկիր,138000.0
0,0,5,4,3.0,100,4,2,3.0,3,Արաբկիր,205000.0
1,0,11,4,2.75,70,2,1,1.5,2,Կենտրոն,145000.0
2,1,11,6,3.0,109,3,2,0.0,2,Քանաքեռ-Զեյթուն,218000.0
1,0,14,13,2.8,83,4,2,1.0,0,Մալաթիա-Սեբաստիա,104000.0
0,0,5,4,2.75,80,3,1,2.0,3,Արաբկիր,169000.0
0,0,8,7,2.7,93,3,1,1.0,0,Արաբկիր,154000.0
0,0,5,3,2.8,115,4,1,3.0,2,Քանաքեռ-Զեյթուն,170000.0
0,0,5,4,3.2,35,2,1,4.0,2,Արաբկիր,108000.0
2,1,12,8,3.0,102,3,1,2.0,0,Աջափնյակ,139000.0
0,0,6,5,2.8,95,3,1,0.5,1,Արաբկիր,151000.0
1,0,12,2,2.75,92,3,2,2.0,2,Արաբկիր,120000.0
1,0,4,4,2.6,81,3,1,2.0,0,Քանաքեռ-Զեյթուն,95000.0
2,1,16,2,3.2,112,4,2,0.0,2,Արաբկիր,199000.0
0,0,5,1,2.7,62,2,1,0.5,0,Մալաթիա-Սեբաստիա,95000.0
0,0,3,3,3.0,112,3,2,2.0,2,Մալաթիա-Սեբաստիա,150000.0
0,0,5,2,2.75,62,2,1,2.0,3,Նոր Նորք,98000.0
2,1,5,5,3.0,54,2,1,4.0,1,Կենտրոն,175000.0
0,0,5,5,3.2,96,4,2,1.0,1,Կենտրոն,240000.0
1,0,9,3,2.8,45,1,1,2.0,1,Մալաթիա-Սեբաստիա,76000.0
0,0,5,4,3.0,77,2,1,0.5,2,Արաբկիր,135000.0
0,0,3,1,3.5,65,3,2,1.5,1,Նոր Նորք,80000.0
2,1,4,2,3.0,65,2,1,4.0,2,Նոր Նորք,129000.0
2,1,19,6,3.0,69,3,1,2.0,2,Քանաքեռ-Զեյթուն,170000.0
1,0,9,3,2.8,108,3,1,3.0,1,Աջափնյակ,135000.0
2,1,16,3,3.0,55,2,1,1.5,2,Մալաթիա-Սեբաստիա,100000.0
1,0,11,6,2.75,84,3,2,2.0,2,Կենտրոն,230000.0
2,1,15,10,3.0,144,4,2,0.0,2,Քանաքեռ-Զեյթուն,255000.0
2,1,18,4,3.0,76,3,1,2.0,1,Արաբկիր,185000.0
0,0,7,2,2.8,72,2,2,2.0,2,Դավթաշեն,190000.0
2,1,12,7,3.0,92,3,2,2.0,3,Նոր Նորք,155000.0
0,0,5,1,3.0,101,4,2,4.0,2,Քանաքեռ-Զեյթուն,225000.0
0,1,16,13,3.2,86,3,2,4.0,2,Մալաթիա-Սեբաստիա,250000.0
0,0,6,1,2.8,81,3,1,0.5,3,Քանաքեռ-Զեյթուն,107000.0
1,0,9,8,2.75,78,3,1,3.0,0,Ավան,107000.0
1,0,14,9,2.8,120,4,1,1.5,2,Աջափնյակ,120000.0
1,0,9,1,2.75,47,1,1,1.5,0,Մալաթիա-Սեբաստիա,66000.0
2,1,18,9,3.0,60,2,1,2.0,1,Կենտրոն,370000.0
2,1,14,5,2.8,53,2,1,4.0,2,Կենտրոն,192000.0
2,1,11,4,3.0,130,3,2,3.0,0,Կենտրոն,495000.0
2,1,18,5,3.0,111,3,1,2.0,2,Կենտրոն,485000.0
1,0,10,8,2.7,89,3,1,2.0,2,Կենտրոն,235000.0
1,0,14,12,2.75,118,4,1,1.5,3,Ավան,125000.0
1,0,9,7,3.2,90,3,1,0.0,2,Կենտրոն,190000.0
1,0,14,3,2.75,67,2,1,3.0,0,Մալաթիա-Սեբաստիա,95000.0
1,0,9,5,2.75,65,2,2,0.5,0,Մալաթիա-Սեբաստիա,75000.0
0,0,5,3,2.75,94,4,1,3.0,3,Նոր Նորք,128000.0
2,1,15,5,3.0,36,1,1,3.0,1,Կենտրոն,95000.0
1,0,9,3,2.8,55,3,1,2.0,0,Ավան,76000.0
2,1,11,2,2.75,49,1,1,3.0,0,Քանաքեռ-Զեյթուն,77000.0
2,1,13,5,3.0,75,3,1,2.0,2,Դավթաշեն,184000.0
0,0,5,2,3.2,67,2,1,0.5,0,Շենգավիթ,95000.0
1,0,9,8,2.8,93,3,1,0.5,2,Աջափնյակ,98000.0
1,0,10,5,2.8,68,3,1,2.0,0,Կենտրոն,225000.0
1,0,10,4,2.75,95,3,2,2.0,2,Կենտրոն,225000.0
0,0,4,3,3.0,65,2,1,2.0,2,Արաբկիր,118000.0
0,0,6,4,3.0,90,4,1,0.5,0,Կենտրոն,200000.0
2,1,13,8,3.0,62,2,1,2.0,3,Քանաքեռ-Զեյթուն,112119.0
0,0,3,2,3.0,90,3,1,2.0,0,Շենգավիթ,135000.0
0,0,5,5,2.6,79,3,2,0.0,0,Կենտրոն,155000.0
1,0,5,2,2.75,74,3,1,0.5,0,Նոր Նորք,84000.0
0,0,5,4,2.8,72,3,1,2.0,2,Էրեբունի,110000.0
2,1,14,10,3.0,109,4,1,4.0,3,Շենգավիթ,265000.0
2,1,10,6,3.2,57,2,2,2.0,2,Արաբկիր,166500.0
0,0,5,2,2.8,105,3,1,3.0,2,Կենտրոն,380000.0
1,0,5,3,2.75,59,2,1,3.0,0,Աջափնյակ,88000.0
2,1,20,12,3.0,87,3,1,0.0,0,Արաբկիր,210000.0
2,1,6,2,3.0,75,2,1,2.0,2,Կենտրոն,250000.0
1,0,4,3,2.7,60,3,1,3.0,0,Նոր Նորք,95000.0
1,0,9,4,2.75,100,3,2,1.0,3,Մալաթիա-Սեբաստիա,108000.0
2,1,14,13,3.0,81,3,1,2.0,1,Կենտրոն,235000.0
2,1,10,8,3.0,44,2,1,3.0,2,Արաբկիր,139000.0
0,0,4,1,2.75,80,4,2,1.5,0,Էրեբունի,110000.0
2,1,16,10,3.0,118,4,2,0.0,3,Նորք-Մարաշ,187000.0
0,0,5,5,2.8,85,3,1,2.0,0,Արաբկիր,126982.0
0,0,4,4,3.0,90,4,1,1.5,3,Շենգավիթ,100000.0
2,1,14,13,3.0,67,2,2,3.0,1,Կենտրոն,285000.0
1,0,16,2,2.75,95,3,2,2.0,0,Աջափնյակ,117000.0
2,1,18,10,3.0,143,4,2,3.0,3,Արաբկիր,399000.0
2,1,18,6,3.0,62,2,1,0.0,2,Մալաթիա-Սեբաստիա,156446.0
2,1,9,3,3.0,92,3,1,2.0,2,Արաբկիր,296000.0
0,0,5,4,2.75,80,3,1,1.0,3,Արաբկիր,140000.0
2,1,17,3,3.0,89,3,2,4.0,2,Նորք-Մարաշ,205000.0
2,1,15,13,3.0,70,2,1,3.0,2,Դավթաշեն,205000.0
2,1,14,6,3.0,127,4,2,0.0,3,Արաբկիր,245000.0
0,0,4,2,3.2,65,2,1,2.0,0,Կենտրոն,250000.0
2,1,18,7,3.0,113,3,2,2.0,2,Կենտրոն,495000.0
0,0,4,2,3.2,78,3,1,1.0,1,Կենտրոն,153000.0
0,0,5,2,3.2,91,3,1,1.5,2,Կենտրոն,255000.0
1,0,9,2,2.8,80,3,1,2.0,0,Արաբկիր,156000.0
0,0,5,5,2.75,34,1,1,3.0,2,Արաբկիր,71500.0
1,0,16,9,2.8,80,3,1,1.5,0,Մալաթիա-Սեբաստիա,92000.0
1,0,14,13,2.8,34,2,1,2.0,1,Աջափնյակ,60000.0
0,0,1,1,3.0,50,3,1,3.0,0,Էրեբունի,90000.0
2,1,16,13,3.2,59,2,1,4.0,2,Աջափնյակ,154000.0
1,0,9,8,2.75,63,3,1,1.5,0,Ավան,87000.0
2,1,14,2,3.0,88,3,1,3.0,2,Մալաթիա-Սեբաստիա,200000.0
0,1,15,10,3.0,76,2,1,4.0,3,Քանաքեռ-Զեյթուն,230000.0
1,0,14,14,3.0,80,3,1,3.0,0,Էրեբունի,125000.0
0,0,8,6,2.75,95,4,2,4.0,2,Կենտրոն,240000.0
2,1,18,9,3.0,92,3,1,0.0,3,Աջափնյակ,210000.0
1,0,16,7,2.8,104,4,1,4.0,2,Մալաթիա-Սեբաստիա,125000.0
0,0,5,3,3.2,64,2,1,2.0,2,Արաբկիր,115000.0
2,1,13,2,3.0,83,3,2,0.0,2,Նոր Նորք,119942.0
2,1,11,6,3.0,80,3,2,2.0,1,Կենտրոն,500000.0
2,1,4,1,3.0,68,2,1,0.0,1,Քանաքեռ-Զեյթուն,133000.0
0,1,9,3,2.8,62,3,3,3.0,2,Նոր Նորք,140000.0
1,0,16,2,2.75,82,3,1,2.0,0,Աջափնյակ,98000.0
2,1,13,13,3.0,132,4,2,4.0,2,Կենտրոն,510000.0
2,1,14,10,3.0,58,2,1,2.0,2,Մալաթիա-Սեբաստիա,125000.0
2,1,14,10,3.0,65,2,1,1.5,2,Դավթաշեն,155000.0
1,0,9,8,2.75,50,1,1,2.0,0,Աջափնյակ,80000.0
0,0,8,2,2.7,52,3,1,1.0,1,Նոր Նորք,54000.0
0,0,5,4,2.7,76,2,1,2.0,1,Քանաքեռ-Զեյթուն,95000.0
1,0,9,9,2.8,80,3,1,3.0,0,Մալաթիա-Սեբաստիա,90000.0
1,0,9,3,2.75,53,2,1,2.0,1,Մալաթիա-Սեբաստիա,76000.0
0,0,3,2,3.0,34,2,1,2.0,1,Քանաքեռ-Զեյթուն,55000.0
0,0,5,5,2.75,77,3,1,0.5,0,Դավթաշեն,87000.0
1,0,9,7,2.75,62,2,1,2.0,1,Դավթաշեն,125000.0
1,0,5,2,2.8,74,3,1,1.0,1,Աջափնյակ,90000.0
1,0,10,1,2.8,44,1,1,2.0,1,Շենգավիթ,72000.0
2,1,10,6,3.0,96,4,2,0.0,2,Կենտրոն,221631.0
1,0,11,8,2.8,40,2,1,2.0,2,Կենտրոն,138000.0
0,0,5,4,3.2,124,3,1,0.5,3,Կենտրոն,350000.0
0,0,5,4,2.7,80,3,1,2.0,2,Արաբկիր,173000.0
1,0,9,9,2.8,27,1,1,3.0,1,Մալաթիա-Սեբաստիա,42000.0
1,0,9,8,2.75,41,2,1,1.5,2,Կենտրոն,155000.0
0,0,7,2,3.0,124,3,2,2.0,2,Արաբկիր,280000.0
2,1,13,5,3.0,64,2,1,4.0,2,Աջափնյակ,192000.0
1,0,9,2,2.75,75,3,1,2.0,1,Մալաթիա-Սեբաստիա,112000.0
0,0,5,5,3.0,60,3,1,0.5,2,Կենտրոն,97000.0
1,0,4,1,2.75,78,3,1,1.0,0,Քանաքեռ-Զեյթուն,94000.0
0,0,5,1,2.75,62,3,1,2.0,2,Շենգավիթ,86045.0
0,0,5,3,2.75,95,3,2,2.0,2,Արաբկիր,175000.0
0,0,5,4,3.5,67,2,1,1.5,2,Արաբկիր,145000.0
1,0,9,7,2.75,65,2,1,1.5,0,Նոր Նորք,83000.0
1,0,9,7,2.75,54,1,1,2.0,0,Շենգավիթ,85000.0
0,0,5,2,2.75,28,2,1,1.5,1,Կենտրոն,80000.0
1,0,9,8,2.75,90,4,2,3.0,3,Մալաթիա-Սեբաստիա,124000.0
0,0,6,3,2.8,62,3,1,2.0,2,Կենտրոն,262000.0
2,1,16,10,3.0,87,2,1,0.0,2,Քանաքեռ-Զեյթուն,125000.0
0,0,5,4,2.5,62,2,1,2.0,2,Արաբկիր,135000.0
1,0,14,11,2.8,42,2,1,4.0,2,Աջափնյակ,73000.0
2,1,8,8,3.2,40,2,1,3.0,2,Կենտրոն,165000.0
0,0,5,1,3.0,44,2,1,2.0,0,Արաբկիր,97000.0
1,0,12,7,2.7,41,1,1,2.0,0,Նոր Նորք,63000.0
2,1,5,2,3.0,22,2,1,2.0,1,Արաբկիր,58000.0
